Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz_timezone
Gautam Buddha Airport,Bhairawa,Nepal,BWA,VNBW,27.505685,83.416293,358,5.75,N,Asia/Katmandu
Gävle Sandviken Airport,Gavle,Sweden,GVX,ESSK,60.59329987,16.95140076,224,1,E,Europe/Stockholm
Gaya Airport,Gaya,India,GAY,VEGY,24.74430084,84.95120239,380,5.5,N,Asia/Calcutta
Gaziantep International Airport,Gaziantep,Turkey,GZT,LTAJ,36.94720078,37.47869873,2315,3,E,Europe/Istanbul
Gaziemir Airport,Izmir,Turkey,\N,LTBK,38.31909943,27.15940094,433,3,E,Europe/Istanbul
Gbadolite Airport,Gbadolite,Congo (Kinshasa),BDT,FZFD,4.253210068,20.97529984,1509,1,N,Africa/Kinshasa
Gdańsk Lech Wałęsa Airport,Gdansk,Poland,GDN,EPGD,54.37760162,18.46619987,489,1,E,Europe/Warsaw
Geilenkirchen Air Base,Geilenkirchen,Germany,GKE,ETNG,50.9608,6.04242,296,1,E,Europe/Berlin
Geilo Airport Dagali,Geilo,Norway,DLD,ENDI,60.41730118,8.518349648,2618,1,E,Europe/Oslo
Gelendzhik Airport,Gelendzhik,Russia,GDZ,URKG,44.58209263,38.01248074,98,3,N,Europe/Moscow
Gemena Airport,Gemena,Congo (Kinshasa),GMA,FZFK,3.235369921,19.77129936,1378,1,N,Africa/Kinshasa
Geneina Airport,Geneina,Sudan,EGN,HSGN,13.48169994,22.46719933,2650,3,U,Africa/Khartoum
General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,TIJ,MMTJ,32.54109955,-116.9700012,489,-8,S,America/Tijuana
General Bartolome Salom International Airport,Puerto Cabello,Venezuela,PBL,SVPC,10.48050022,-68.07299805,32,-4,U,America/Caracas
General E. Mosconi Airport,Comodoro Rivadavia,Argentina,CRD,SAVC,-45.7853,-67.4655,189,-3,N,America/Catamarca
General Edward Lawrence Logan International Airport,Boston,United States,BOS,KBOS,42.36429977,-71.00520325,20,-5,A,America/New_York
General Enrique Mosconi Airport,Tartagal,Argentina,TTG,SAST,-22.6196003,-63.79370117,1472,-3,N,America/Argentina/Salta
General Francisco Bermúdez Airport,Carupano,Venezuela,CUP,SVCP,10.66001415,-63.2616806,33,-4,U,America/Caracas
General Francisco J. Mujica International Airport,Morelia,Mexico,MLM,MMMM,19.84989929,-101.0250015,6033,-6,S,America/Mexico_City
General Francisco Javier Mina International Airport,Tampico,Mexico,TAM,MMTM,22.29640007,-97.86589813,80,-6,S,America/Mexico_City
General Guadalupe Victoria International Airport,Durango,Mexico,DGO,MMDO,24.12420082,-104.5279999,6104,-6,S,America/Mexico_City
General Heriberto Jara International Airport,Vera Cruz,Mexico,VER,MMVR,19.14590073,-96.18730164,90,-6,S,America/Mexico_City
General Ignacio P. Garcia International Airport,Hermosillo,Mexico,HMO,MMHO,29.09589958,-111.0479965,627,-7,S,America/Hermosillo
General José Antonio Anzoategui International Airport,Barcelona,Venezuela,BLA,SVBC,10.111111,-64.692222,30,-4,U,America/Caracas
General José María Yáñez International Airport,Guaymas,Mexico,GYM,MMGM,27.96899986,-110.9250031,59,-7,S,America/Hermosillo
General Juan N Alvarez International Airport,Acapulco,Mexico,ACA,MMAA,16.75709915,-99.7539978,16,-6,S,America/Mexico_City
General Leobardo C. Ruiz International Airport,Zacatecas,Mexico,ZCL,MMZC,22.89710045,-102.6869965,7141,-6,S,America/Mexico_City
General Lucio Blanco International Airport,Reynosa,Mexico,REX,MMRX,26.0089,-98.2285,139,-6,S,America/Mexico_City
General Manuel Carlos Piar International Airport,Guayana,Venezuela,PZO,SVPR,8.28853035,-62.76039886,472,-4,U,America/Caracas
General Manuel Serrano Airport,Machala,Ecuador,MCH,SEMH,-3.2689,-79.961601,11,-5,U,America/Guayaquil
General Mariano Escobedo International Airport,Monterrey,Mexico,MTY,MMMY,25.7784996,-100.1070023,1278,-6,S,America/Mexico_City
General Mariano Matamoros Airport,Cuernavaca,Mexico,CVJ,MMCB,18.83480072,-99.26129913,4277,-6,S,America/Mexico_City
General Mitchell International Airport,Milwaukee,United States,MKE,KMKE,42.94720078,-87.89659882,723,-6,A,America/Chicago
General Pedro Jose Mendez International Airport,Ciudad Victoria,Mexico,CVM,MMCV,23.70330048,-98.95649719,761,-6,S,America/Mexico_City
General Pico Airport,General Pico,Argentina,GPO,SAZG,-35.69620132,-63.75830078,459,-3,N,America/Argentina/Salta
General Rafael Buelna International Airport,Mazatlan,Mexico,MZT,MMMZ,23.16139984,-106.2659988,38,-7,S,America/Mazatlan
General Rivadeneira Airport,Esmeraldas,Ecuador,ESM,SETN,0.9785190225,-79.62660217,32,-5,U,America/Guayaquil
General Roberto Fierro Villalobos International Airport,Chihuahua,Mexico,CUU,MMCU,28.70289993,-105.9649963,4462,-7,S,America/Mazatlan
General Rodolfo Sánchez Taboada International Airport,Mexicali,Mexico,MXL,MMML,32.6306,-115.241997,74,-8,S,America/Tijuana
General Santos International Airport,Romblon,Philippines,GES,RPMR,6.058000088,125.0960007,505,8,N,Asia/Manila
General Servando Canales International Airport,Matamoros,Mexico,MAM,MMMA,25.76989937,-97.52529907,25,-6,S,America/Mexico_City
General Ulpiano Paez Airport,Salinas,Ecuador,SNC,SESA,-2.20499,-80.988899,18,-5,U,America/Guayaquil
General Urquiza Airport,Parana,Argentina,PRA,SAAP,-31.7948,-60.4804,242,-3,N,America/Cordoba
General Wayne A. Downing Peoria International Airport,Peoria,United States,PIA,KPIA,40.66419983,-89.69329834,660,-6,A,America/Chicago
Geneva Cointrin International Airport,Geneva,Switzerland,GVA,LSGG,46.23809814,6.108950138,1411,1,E,Europe/Paris
Genoa Cristoforo Colombo Airport,Genoa,Italy,GOA,LIMJ,44.4133,8.8375,13,1,E,Europe/Rome
George Airport,George,South Africa,GRJ,FAGG,-34.0056,22.378902,648,2,U,Africa/Johannesburg
George Best Belfast City Airport,Belfast,United Kingdom,BHD,EGAC,54.61809921,-5.872499943,15,0,E,Europe/London
George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.9843998,-95.34140015,97,-6,A,America/Chicago
George F. L. Charles Airport,Castries,Saint Lucia,SLU,TLPC,14.0202,-60.992901,22,-4,U,America/St_Lucia
George Town Airport,George Town,Bahamas,\N,MYEG,23.4666996,-75.78170013,5,-5,U,America/Nassau
Gerald R. Ford International Airport,Grand Rapids,United States,GRR,KGRR,42.88079834,-85.52279663,794,-5,A,America/New_York
Geraldton Airport,Geraldton,Australia,GET,YGEL,-28.796101,114.707001,121,8,O,Australia/Perth
Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,49.77830124,-86.93939972,1144,-5,A,America/Toronto
Gerardo Tobar López Airport,Buenaventura,Colombia,BUN,SKBU,3.81963,-76.9898,48,-5,U,America/Bogota
German Olano Airport,Puerto Carreno,Colombia,PCR,SKPC,6.18472,-67.4932,177,-5,U,America/Bogota
Gerrard Smith International Airport,Cayman Brac,Cayman Islands,CYB,MWCB,19.68700027,-79.88279724,8,-5,N,America/Cayman
Getafe Air Base,Madrid,Spain,\N,LEGT,40.29410172,-3.723829985,2031,1,E,Europe/Madrid
Ghadames East Airport,Ghadames,Libya,LTD,HLTD,30.15169907,9.715310097,1122,2,N,Africa/Tripoli
Ghale Morghi Airport,Teheran,Iran,\N,OIIG,35.64479828,51.38069916,3627,3.5,E,Asia/Tehran
Ghanzi Airport,Ghanzi,Botswana,GNZ,FBGZ,-21.69249916,21.65810013,3730,2,U,Africa/Gaborone
Ghat Airport,Ghat,Libya,GHT,HLGT,25.14559937,10.14260006,2296,2,N,Africa/Tripoli
Ghazvin Azadi Airport,Abe-ali,Iran,\N,OIIA,35.95209885,50.45080185,3769,3.5,E,Asia/Tehran
Ghedi Air Base,Ghedi,Italy,\N,LIPL,45.432201,10.2677,333,1,E,Europe/Rome
Ghriss Airport,Ghriss,Algeria,MUW,DAOV,35.20769882,0.147141993,1686,1,N,Africa/Algiers
Gia Lam Air Base,Hanoi,Vietnam,\N,VVGL,21.04050064,105.8860016,50,7,U,Asia/Saigon
Gibraltar Airport,Gibraltar,Gibraltar,GIB,LXGB,36.15119934,-5.34965992,15,1,N,Europe/Gibraltar
Gifu Airport,Gifu,Japan,QGU,RJNG,35.39410019,136.8699951,128,9,U,Asia/Tokyo
Gilgit Airport,Gilgit,Pakistan,GIL,OPGT,35.91880035,74.33360291,4796,5,N,Asia/Karachi
Gillam Airport,Gillam,Canada,YGX,CYGX,56.35749817,-94.71060181,476,-6,A,America/Winnipeg
Gillette Campbell County Airport,Gillette,United States,GCC,KGCC,44.34889984,-105.5390015,4365,-7,A,America/Denver
Gilze Rijen Air Base,Gilze-rijen,Netherlands,GLZ,EHGR,51.56740189,4.931829929,49,1,E,Europe/Amsterdam
Gimhae International Airport,Busan,South Korea,PUS,RKPK,35.17950058,128.9380035,6,9,U,Asia/Seoul
Gimpo International Airport,Seoul,South Korea,GMP,RKSS,37.5583,126.791,59,9,U,Asia/Seoul
Gioia Del Colle Air Base,Gioia Del Colle,Italy,\N,LIBV,40.767799,16.9333,1187,1,E,Europe/Rome
Girona Airport,Gerona,Spain,GRO,LEGE,41.90100098,2.760550022,468,1,E,Europe/Madrid
Girua Airport,Girua,Papua New Guinea,PNP,AYGR,-8.80453968,148.3090057,311,10,U,Pacific/Port_Moresby
Gisborne Airport,Gisborne,New Zealand,GIS,NZGS,-38.66329956,177.9779968,15,12,Z,Pacific/Auckland
Gisenyi Airport,Gisenyi,Rwanda,GYI,HRYG,-1.67719996,29.25889969,5082,2,U,Africa/Kigali
Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,68.63559723,-95.84970093,152,-7,A,America/Edmonton
Glacier Park International Airport,Kalispell,United States,FCA,KGPI,48.3105011,-114.2559967,2977,-7,A,America/Denver
Gladstone Airport,Gladstone,Australia,GLT,YGLA,-23.869699,151.223007,64,10,O,Australia/Brisbane
Glasgow International Airport,Glasgow,United Kingdom,GLA,EGPF,55.87189865,-4.433060169,26,0,E,Europe/London
Glasgow Prestwick Airport,Prestwick,United Kingdom,PIK,EGPK,55.50939941,-4.586669922,65,0,E,Europe/London
Glentanner Airport,Glentanner,New Zealand,GTN,NZGT,-43.90670013,170.128006,1824,12,Z,Pacific/Auckland
Gloucestershire Airport,Golouchestershire,United Kingdom,GLO,EGBJ,51.89419937,-2.167220116,101,0,E,Europe/London
Gobernador Castello Airport,Viedma,Argentina,VDM,SAVV,-40.8692,-63.0004,20,-3,N,America/Argentina/Salta
Gobernador Gregores Airport,Gobernador Gregores,Argentina,GGS,SAWR,-48.7831,-70.150002,356,-3,N,America/Argentina/Rio_Gallegos
Gobernador Horacio Guzman International Airport,Jujuy,Argentina,JUJ,SASJ,-24.392799,-65.097801,3019,-3,N,America/Jujuy
Gode Airport,Gode,Ethiopia,GDE,HAGO,5.935130119,43.57860184,834,3,U,Africa/Addis_Ababa
Godman Army Air Field,Fort Knox,United States,FTK,KFTK,37.90710068,-85.9720993,756,-5,A,America/New_York
Godofredo P. Ramos Airport,Caticlan,Philippines,MPH,RPVE,11.9245,121.954002,7,8,N,Asia/Manila
Gods Lake Narrows Airport,Gods Lake Narrows,Canada,YGO,CYGO,54.55889893,-94.49140167,617,-6,A,America/Winnipeg
Gods River Airport,Gods River,Canada,ZGI,CZGI,54.83969879,-94.07859802,627,-6,A,America/Winnipeg
Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,64.19090271,-51.67810059,283,-3,E,America/Godthab
Gold Coast Airport,Coolangatta,Australia,OOL,YBCG,-28.1644001,153.5050049,21,10,N,Australia/Brisbane
Golden Triangle Regional Airport,Columbus Mississippi,United States,GTR,KGTR,33.45029831,-88.59140015,264,-6,A,America/Chicago
Golfito Airport,Golfito,Costa Rica,GLF,MRGF,8.654009819,-83.18219757,49,-6,U,America/Costa_Rica
Golmud Airport,Golmud,China,GOQ,ZLGM,36.4006,94.786102,9334,8,U,Asia/Shanghai
Goloson International Airport,La Ceiba,Honduras,LCE,MHLC,15.7425,-86.852997,39,-6,U,America/Tegucigalpa
Goma International Airport,Goma,Congo (Kinshasa),GOM,FZNA,-1.670809984,29.2385006,5089,2,U,Africa/Kigali
Gomel Airport,Gomel,Belarus,GME,UMGG,52.52700043,31.01670074,472,3,E,Europe/Minsk
Gonder Airport,Gondar,Ethiopia,GDQ,HAGN,12.51990032,37.43399811,6449,3,U,Africa/Addis_Ababa
Goose Bay Airport,Goose Bay,Canada,YYR,CYYR,53.31919861,-60.42580032,160,-4,A,America/Halifax
Gorakhpur Airport,Gorakhpur,India,GOP,VEGK,26.73970032,83.4496994,259,5.5,N,Asia/Calcutta
Gore Airport,Gore,Ethiopia,GOR,HAGR,8.1614,35.5529,6580,3,U,Africa/Addis_Ababa
Gore Bay Manitoulin Airport,Gore Bay,Canada,YZE,CYZE,45.88529968,-82.56780243,635,-5,A,America/Toronto
Gorgan Airport,Gorgan,Iran,GBT,OING,36.90940094,54.40129852,-24,3.5,E,Asia/Tehran
Gorna Oryahovitsa Airport,Gorna Orechovica,Bulgaria,GOZ,LBGO,43.15140152,25.71290016,285,2,E,Europe/Sofia
Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,-6.081689835,145.3919983,5282,10,U,Pacific/Port_Moresby
Gothenburg City Airport,Gothenborg,Sweden,GSE,ESGP,57.7747,11.8704,59,1,E,Europe/Stockholm
Gothenburg-Landvetter Airport,Gothenborg,Sweden,GOT,ESGG,57.66279984,12.27980042,506,1,E,Europe/Stockholm
Goulburn Airport,Goulburn,Australia,GUL,YGLB,-34.81029892,149.7259979,2141,10,O,Australia/Sydney
Gove Airport,Gove,Australia,GOV,YPGV,-12.26939964,136.8179932,192,9.5,O,Australia/Darwin
Governador Aluízio Alves International Airport,Natal,Brazil,NAT,SBSG,-5.768056,-35.376111,272,-3,S,America/Fortaleza
Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,PVH,SBPV,-8.709289551,-63.90230179,290,-4,S,America/Boa_Vista
Governador José Richa Airport,Londrina,Brazil,LDB,SBLO,-23.33359909,-51.13010025,1867,-3,S,America/Sao_Paulo
Governor's Harbour Airport,Governor's Harbor,Bahamas,GHB,MYEM,25.28470039,-76.33100128,26,-5,U,America/Nassau
Goya Airport,Goya,Argentina,OYA,SATG,-29.1058,-59.2189,128,-3,N,America/Cordoba
Graaff Reinet Airport,Graaff Reinet,South Africa,\N,FAGR,-32.1935997,24.54140091,2604,2,U,Africa/Johannesburg
Graciosa Airport,Graciosa Island,Portugal,GRW,LPGR,39.09220123,-28.02980042,86,-1,E,Atlantic/Azores
Grafenwohr Army Air Field,Grafenwoehr,Germany,\N,ETIC,49.69869995,11.94019985,1363,1,E,Europe/Berlin
Grafton Airport,Grafton,Australia,GFN,YGFN,-29.75939941,153.0299988,110,10,U,Australia/Sydney
Grahamstown Airport,Grahamstown,South Africa,\N,FAGT,-33.28469849,26.49810028,2135,2,U,Africa/Johannesburg
Gral. Bernardo O´Higgins Airport,Chillan,Chile,YAI,SCCH,-36.58250046,-72.03140259,495,-4,S,America/Santiago
Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,27.93190002,-15.38659954,78,0,E,Atlantic/Canary
Grand Bahama International Airport,Freeport,Bahamas,FPO,MYGF,26.55870056,-78.69560242,7,-5,U,America/Nassau
Grand Canyon National Park Airport,Grand Canyon,United States,GCN,KGCN,35.95240021,-112.1470032,6609,-7,N,America/Phoenix
Grand Central Airport,Johannesburg,South Africa,GCJ,FAGC,-25.98629951,28.14010048,5325,2,U,Africa/Johannesburg
Grand Forks Air Force Base,Red River,United States,RDR,KRDR,47.96110153,-97.40119934,913,-6,A,America/Chicago
Grand Forks International Airport,Grand Forks,United States,GFK,KGFK,47.949299,-97.176102,845,-6,A,America/Chicago
Grand Junction Regional Airport,Grand Junction,United States,GJT,KGJT,39.12239838,-108.5270004,4858,-7,A,America/Denver
Grand Marais Cook County Airport,Grand Marais,United States,GRM,KCKC,47.8382988,-90.38289642,1799,-6,U,America/Chicago
Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,55.17969894,-118.8850021,2195,-7,A,America/Edmonton
Grant County International Airport,Grant County Airport,United States,MWH,KMWH,47.20769882,-119.3199997,1189,-8,A,America/Los_Angeles
Grants-Milan Municipal Airport,Grants,United States,GNT,KGNT,35.16730118,-107.9020004,6537,-7,A,America/Denver
Granville Airport,Granville,France,GFR,LFRF,48.8830986,-1.564170003,45,1,E,Europe/Paris
Graulhet-Montdragon Airport,Graulhet,France,\N,LFCQ,43.77109909,2.010829926,581,1,E,Europe/Paris
Gray Army Air Field,Fort Lewis,United States,GRF,KGRF,47.07920074,-122.5810013,300,-8,A,America/Los_Angeles
Graz Airport,Graz,Austria,GRZ,LOWG,46.99110031,15.43959999,1115,1,E,Europe/Vienna
Grazzanise Air Base,Grazzanise,Italy,\N,LIRM,41.060799,14.0819,29,1,E,Europe/Rome
Great Barrier Aerodrome,Claris,New Zealand,GBZ,NZGB,-36.24140167,175.4720001,20,12,Z,Pacific/Auckland
Great Falls International Airport,Great Falls,United States,GTF,KGTF,47.48199844,-111.3710022,3680,-7,A,America/Denver
Great Harbour Cay Airport,Bullocks Harbour,Bahamas,GHC,MYBG,25.7383,-77.840103,18,-5,U,America/Nassau
Greater Binghamton/Edwin A Link field,Binghamton,United States,BGM,KBGM,42.20869827,-75.97979736,1636,-5,A,America/New_York
Greater Kankakee Airport,Kankakee,United States,IKK,KIKK,41.07139969,-87.84629822,630,-6,A,America/Chicago
Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,46.11220169,-64.6785965,232,-4,A,America/Halifax
Greater Rochester International Airport,Rochester,United States,ROC,KROC,43.1189003,-77.67240143,559,-5,A,America/New_York
Greenbrier Valley Airport,Lewisburg,United States,LWB,KLWB,37.85829926,-80.39949799,2302,-5,U,America/New_York
Greenville Spartanburg International Airport,Greenville,United States,GSP,KGSP,34.89569855,-82.21890259,964,-5,A,America/New_York
Greenwood–Leflore Airport,Greenwood,United States,GWO,KGWO,33.49430084,-90.08470154,162,-6,A,America/Chicago
Gregorio Luperon International Airport,Puerto Plata,Dominican Republic,POP,MDPP,19.75790024,-70.56999969,15,-4,U,America/Santo_Domingo
Grenchen Airport,Grenchen,Switzerland,ZHI,LSZG,47.181599,7.41719,1411,1,E,Europe/Zurich
Grenoble-Isère Airport,Grenoble,France,GNB,LFLS,45.36289978,5.329370022,1302,1,E,Europe/Paris
Greytown Airport,Greytown,South Africa,\N,FAGY,-29.12199974,30.58670044,3531,2,U,Africa/Johannesburg
Griffing Sandusky Airport,Sandusky,United States,SKY,KSKY,41.4333992,-82.65229797,580,-5,A,America/New_York
Griffiss International Airport,Rome,United States,RME,KRME,43.23379898,-75.40699768,504,-5,A,America/New_York
Griffith Airport,Griffith,Australia,GFF,YGTH,-34.25080109,146.0670013,439,10,O,Australia/Sydney
Grímsey Airport,Grímsey,Iceland,GRY,BIGR,66.5458,-18.0173,66,0,N,Atlantic/Reykjavik
Grise Fiord Airport,Grise Fiord,Canada,YGZ,CYGZ,76.42610168,-82.90920258,146,-5,A,America/Toronto
Grissom Air Reserve Base,Peru,United States,GUS,KGUS,40.64810181,-86.15209961,812,-5,A,America/New_York
Grobnicko Polje Airport,Grobnik,Croatia,\N,LDRG,45.37950134,14.50380039,951,1,E,Europe/Zagreb
Grønholt Hillerød Airport,Gronholt,Denmark,\N,EKGH,55.94139862,12.38220024,97,1,E,Europe/Copenhagen
Groote Eylandt Airport,Groote Eylandt,Australia,GTE,YGTE,-13.97500038,136.4600067,53,9.5,O,Australia/Darwin
Großenhain Airport,Suhl,Germany,\N,EDAK,51.30805588,13.5555563,417,1,E,Europe/Berlin
Grosseto Air Base,Grosseto,Italy,GRS,LIRS,42.759701,11.0719,17,1,E,Europe/Rome
Groton New London Airport,Groton CT,United States,GON,KGON,41.33010101,-72.04509735,9,-5,A,America/New_York
Gu-Lian Airport,Mohe County,China,OHE,ZYMH,52.91277778,122.43,1836,8,U,Asia/Shanghai
Guajará-Mirim Airport,Guajara-mirim,Brazil,GJM,SBGM,-10.78639984,-65.28479767,478,-4,S,America/Boa_Vista
Gualaquiza Airport,Gualaquiza,Ecuador,\N,SEGZ,-3.423209906,-78.56700134,2640,-5,U,America/Guayaquil
Gualeguaychu Airport,Gualeguaychu,Argentina,GHU,SAAG,-33.0103,-58.6131,75,-3,N,America/Cordoba
Guanare Airport,Guanare,Venezuela,GUQ,SVGU,9.02694416,-69.75514984,606,-4,U,America/Caracas
Guangyuan Airport,Guangyuan,China,GYS,ZUGU,32.39110184,105.7020035,0,8,U,Asia/Shanghai
Guangzhou Baiyun International Airport,Guangzhou,China,CAN,ZGGG,23.39240074,113.2990036,50,8,U,Asia/Shanghai
Guapiles Airport,Guapiles,Costa Rica,GPL,MRGP,10.21720028,-83.79699707,883,-6,U,America/Costa_Rica
Guarani International Airport,Ciudad del Este,Paraguay,AGT,SGES,-25.454516,-54.842682,846,-4,S,America/Asuncion
Guararapes - Gilberto Freyre International Airport,Recife,Brazil,REC,SBRF,-8.126489639,-34.92359924,33,-3,S,America/Fortaleza
Guaratinguetá Airport,Guaratingueta,Brazil,GUJ,SBGW,-22.79159927,-45.20479965,1761,-3,S,America/Sao_Paulo
Guardiamarina Zañartu Airport,Puerto Williams,Chile,WPU,SCGZ,-54.93109894,-67.626297,88,-4,S,America/Santiago
Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,GRU,SBGR,-23.43555641,-46.47305679,2459,-3,S,America/Sao_Paulo
Guasdalito Airport,Guasdualito,Venezuela,GDO,SVGD,7.233333111,-70.80000305,426,-4,U,America/Caracas
Guaymaral Airport,Guaymaral,Colombia,\N,SKGY,4.81233,-74.0649,8390,-5,U,America/Bogota
Guemar Airport,Guemar,Algeria,ELU,DAUO,33.51139832,6.776790142,203,1,N,Africa/Algiers
Guernsey Airport,Guernsey,Guernsey,GCI,EGJB,49.43500137,-2.601969957,336,0,E,Europe/Guernsey
Guerrero Negro Airport,Guerrero Negro,Mexico,GUB,MMGR,28.0261,-114.024002,59,-8,S,America/Tijuana
Guidonia Air Base,Guidonia,Italy,\N,LIRG,41.990299,12.7408,289,1,E,Europe/Rome
Guilin Liangjiang International Airport,Guilin,China,KWL,ZGKL,25.21809959,110.0390015,570,8,U,Asia/Shanghai
Guillermo León Valencia Airport,Popayan,Colombia,PPN,SKPP,2.4544,-76.6093,5687,-5,U,America/Bogota
Guiria Airport,Guiria,Venezuela,GUI,SVGI,10.57407761,-62.31266785,42,-4,U,America/Caracas
Guiscriff Scaer Airport,Guiscriff-scaer,France,\N,LFES,48.05250168,-3.664720058,574,1,E,Europe/Paris
Guiuan Airport,Guiuan,Philippines,\N,RPVG,11.03549957,125.7419968,7,8,N,Asia/Manila
Gulfport Biloxi International Airport,Gulfport,United States,GPT,KGPT,30.40730095,-89.07009888,28,-6,A,America/Chicago
Gulkana Airport,Gulkana,United States,GKN,PAGK,62.1548996,-145.4570007,1586,-9,A,America/Anchorage
Gulu Airport,Gulu,Uganda,ULU,HUGU,2.805560112,32.27180099,3510,3,U,Africa/Kampala
Guna Airport,Guna,India,GUX,VAGN,24.654699,77.347298,1600,5.5,N,Asia/Calcutta
Gurayat Domestic Airport,Guriat,Saudi Arabia,URY,OEGT,31.412413,37.278898,1672,3,U,Asia/Riyadh
Gurney Airport,Gurney,Papua New Guinea,GUR,AYGN,-10.3114996,150.3339996,88,10,U,Pacific/Port_Moresby
Gusau Airport,Gusau,Nigeria,\N,DNGU,12.1717,6.69611,1520,1,N,Africa/Lagos
Gustaf III Airport,Gustavia,France,SBH,TFFJ,17.90439987,-62.84360123,49,-4,E,\N
Gustavo Artunduaga Paredes Airport,Florencia,Colombia,FLA,SKFL,1.58919,-75.5644,803,-5,U,America/Bogota
Gustavo Rizo Airport,Baracoa Playa,Cuba,BCA,MUBA,20.36529922,-74.5062027,26,-5,U,America/Havana
Gustavo Rojas Pinilla International Airport,San Andres Island,Colombia,ADZ,SKSP,12.5836,-81.7112,19,-5,U,America/Bogota
Gustavo Vargas Airport,Tame,Colombia,TME,SKTM,6.45108,-71.7603,1050,-5,U,America/Bogota
Gustavus Airport,Gustavus,United States,GST,PAGS,58.4253006,-135.7070007,35,-9,A,America/Anchorage
Gütersloh Air Base,Guetersloh,Germany,GUT,ETUO,51.922798,8.30633,236,1,E,Europe/Berlin
Güvercinlik Airport,Ankara,Turkey,\N,LTAB,39.93500137,32.74079895,2687,2,E,Europe/Istanbul
Gwadar International Airport,Gwadar,Pakistan,GWD,OPGD,25.23329926,62.32949829,36,5,N,Asia/Karachi
Gwalior Airport,Gwalior,India,GWL,VIGR,26.29330063,78.22779846,617,5.5,N,Asia/Calcutta
Gwangju Airport,Kwangju,South Korea,KWJ,RKJJ,35.123173,126.805444,39,9,U,Asia/Seoul
